refid	reference
19229	U.S. Census Bureau: "Census Bureau Projects Tripling of Hispanic and Asian Populations in 50 Years; Non-Hispanic Whites May Drop to Half of Total Population. 2004. News Release, March 18. (www.census.gov/Press-Release/ www/releases/archives/population/001720.html).
19229	Committee ACOG: Opinion No. 435: postpartum screening for abnormal glucose tolerance in women who had gestational diabetes mellitus. - Obstet Gynecol 2009, 113(6):1419 1421.
19229	Institute of Medicine, National Research Council: Weight Gain During Pregnancy: Reexamining the Guidelines. 2009. URL: http://www.iom.edu/ Reports/2009/Weight-Gain-During-Pregnancy-Reexamining-the-Guidelines. aspx.
19229	Chasan-Taber L, Fortner RT, Gollenberg A, Buonnaccorsi J, Dole N, Markenson G: A prospective cohort study of modifiable risk factors for gestational diabetes among Hispanic women: design and baseline - characteristics. J Womens Health (Larchmt) 2010, 19(1):117 124.
19229	Retnakaran R, Qi Y, Sermer M, Connelly PW, Hanley AJ, Zinman B: An abnormal screening glucose challenge test in pregnancy predicts postpartum metabolic dysfunction, even when the antepartum oral glucose tolerance test is normal. Clin Endocrinol (Oxf ) 2009, - 71(2):208 214.
19229	Siega-Riz AM, Adair LS, Hobel CJ: Institute of Medicine maternal weight gain recommendations and pregnancy outcome in a predominantly - Hispanic population. Obstet Gynecol 1994, 84(4):565 573.
19229	Tropp LR, Erkut S, Garcìa Coll C, Alarcòn O, Vàzquez Garcia HA: Psychological acculturation: Development of a new measure for Puerto - Ricans on the U.S. mainland. Educ Psychol Meas 1999, 59:351 367.
19229	Brawarsky P, Stotland NE, Jackson RA, Fuentes-Afflick E, Escobar GJ, Rubashkin N, Haas JS: Pre-pregnancy and pregnancy-related factors and the risk of excessive or inadequate gestational weight gain. Int J - Gynaecol Obstet 2005, 91(2):125 131.
19229	Torres L, Driscoll MW, Voell M: Discrimination, acculturation, acculturative stress, and Latino psychological distress: a moderated mediational - model. Cultur Divers Ethnic Minor Psychol 2012, 18(1):17 25.
19229	Cohen S, Doyle WJ, Turner R, Alper CM, Skoner DP: Sociability and - susceptibility to the common cold. Psychol Sci 2003, 14(5):389 395.
19229	Cohen S, Kamarck T, Mermelstein R: A global measure of perceived stress. - J Health Soc Behav 1983, 24(4):385 396.
19229	Chasan-Taber L, Schmidt MD, Roberts DE, Hosmer D, Markenson G, Freedson PS: Development and validation of a Pregnancy Physical Activity Questionnaire. Med Sci Sports Exerc 2004, - 36(10):1750 1760.
19229	Fuentes-Afflick E, Hessol NA: Acculturation and Body Mass among Latina - Women. J Womens Health (Larchmt) 2008, 17(1):67 73.
19229	Singh GK, Siahpush M: Ethnic-immigrant differentials in health behaviors, morbidity, and cause-specific mortality in the United States: an analysis - of two national data bases. Hum Biol 2002, 74(1):83 109.
19229	Gordon-Larsen P, Harris KM, Ward DS, Popkin BM: Acculturation and overweight-related behaviors among Hispanic immigrants to the US: the National Longitudinal Study of Adolescent Health. Soc Sci Med 2003, - 57(11):2023 2034.
19229	Walker LO, Hoke MM, Brown A: Risk factors for excessive or inadequate gestational weight gain among Hispanic women in a U.S.-Mexico border - state. J Obstet Gynecol Neonatal Nurs 2009, 38(4):418 429.
19229	Heilemann MV, Lee KA, Stinson J, Koshar JH, Goss G: Acculturation and perinatal health outcomes among rural women of Mexican descent. Res - Nurs Health 2000, 23(2):118 125.
19229	Raj S, Ganganna P, Bowering J: Dietary habits of Asian Indians in relation to length of residence in the United States. J Am Diet Assoc 1999, - 99(9):1106 1108.
19229	Cantero PJ, Richardson JL, Baezconde-Garbanati L, Marks G: The association between acculturation and health practices among middle-aged and elderly Latinas. Ethn Dis 1999, 9(2):166 -180.
19229	Ham SA, Yore MM, Kruger J, Heath GW, Moeti R: Physical activity patterns among Latinos in the United States: putting the pieces together. Prev Chronic Dis 2007, 4(4):A92.
19229	Slattery ML, Sweeney C, Edwards S, Herrick J, Murtaugh M, Baumgartner K, Guiliano A, Byers T: Physical activity patterns and obesity in Hispanic and - non-Hispanic white women. Med Sci Sports Exerc 2006, 38(1):33 41.
19229	doi:10.1186/1471-2393-12-133 Cite this article as: Tovar et al.: Acculturation and gestational weight gain in a predominantly puerto rican population. BMC Pregnancy and Childbirth 2012 12:133.
19536	1. ÖdegaardO.Emigrationand insanity: a studyofmental diseaseamong theNorwegian- born population of Minnesota. Acta Psychiatr Neurol. 1932(suppl 4): 1-206
19536	2. Kirkbride JB, Fearon P, Morgan C, Dazzan P, Morgan K, Tarrant J, Lloyd T, Hol- loway J, Hutchinson G, Leff JP, Mallett RM, Harrison GL, Murray RM, Jones PB. Heterogeneity in incidence rates of schizophrenia and other psychotic syn- dromes: findings from the 3-center ÆSOP study. Arch Gen Psychiatry. 2006; 63(3):250-258
19536	3. McGrath J, Saha S, Welham J, El Saadi O, MacCauley C, Chant D. A systematic review of the incidence of schizophrenia: the distribution of rates and the influence of sex, urbanicity, migrant status and methodology. BMC Med. 2004;2:13
19536	4. Cantor-Graae E, Selten JP. Schizophrenia and migration: a meta-analysis and review. Am J Psychiatry. 2005;162(1):12-24
19536	5. Zubin J, Spring B. Vulnerability: a new view of schizophrenia. J Abnorm Psychol. 1977;86(2):103-126
19536	6. Bhugra D, Leff J, Mallett R, Der G, Corridan B, Rudge S. Incidence and outcome of schizophrenia in Whites, African-Caribbeans and Asians in London. Psychol Med. 1997;27(4):791-798
19536	7. Harrison G, Glazebrook C, Brewin J, Cantwell R, Dalkin T, Fox R, Jones P, Med- ley I. Increased incidence of psychotic disorders in migrants from the Caribbean to the United Kingdom. Psychol Med. 1997;27(4):799-806
19536	8. Harrison G, Owens D, Holton A, Neilson D, Boot D. A prospective study of se- vere mental disorder in Afro-Caribbean patients. Psychol Med. 1988;18(3): 643-657
19536	9. Bhugra D, Hilwig M, Hossein B, Marceau H, Neehall J, Leff J, Mallett R, Der G. First-contact incidence rates of schizophrenia in Trinidad and one-year follow-up. Br J Psychiatry. 1996;169(5):587-592
19536	10. Hickling FW, Rodgers-Johnson P. The incidence of first contact schizophrenia in Jamaica. Br J Psychiatry. 1995;167(2):193-196
19536	11. Mahy GE, Mallett R, Leff J, Bhugra D. First-contact incidence rate of schizophre- nia on Barbados. Br J Psychiatry. 1999;175:28-33
19536	12. Jablensky A, Sartorius N, Ernberg G, Anker M, Korten A, Cooper JE, Day R, Ber- telsen A. Schizophrenia: manifestations, incidence and course in different cul- tures: a World Health Organization ten-country study [published correction ap- pears in Psychol Med Monogr Suppl. 1992;22(4):following 1092]. Psychol Med Monogr Suppl. 1992;20:1-97
19536	13. Cooper JE, Goodhead D, Craig T, Harris M, Howat J, Korer J. The incidence of schizophrenia in Nottingham. Br J Psychiatry. 1987;151:619-626
19536	14. World Health Organization. Schedule for Clinical Assessment in Neuropsychiatry. Geneva, Switzerland: World Health Organization; 1992
19536	15. American Psychiatric Association. Diagnostic and Statistical Manual of Mental Disorders. 4th ed. Washington, DC: American Psychiatric Association; 1994
19536	16. National Institute for Mental Health in England. Inside Outside: Improving Men- tal Health Services for Black andMinority Ethnic Communities in England. Leeds, England: Department of Health; 2003
19536	17. Kirkbride JB, Coid JW, Barker D, Cowden F, Stamps R, Yang M, Jones PB. Psychoses, ethnicity and socio-economic status. Br J Psychiatry. 2008;193 (1):18-24.  (REPRINTED) ARCH GEN PSYCHIATRY/VOL 65 (NO. 11), NOV 2008 WWW.ARCHGENPSYCHIATRY.COM 1257  ©2008 American Medical Association. All rights reserved.  Downloaded From: http://archpsyc.jamanetwork.com/ by a National Institutes of Health User  on 07/03/2013
19536	18. Fearon P, Kirkbride JB, Morgan C, Dazzan P, Morgan K, Lloyd T, Hutchinson G, Tarrant J, Fung WL, Holloway J, Mallett R, Harrison G, Leff J, Jones PB, Murray RM; AESOP Study Group. Incidence of schizophrenia and other psychoses in ethnic minority groups: results from theMRC AESOP Study. Psychol Med. 2006; 36(11):1541-1550
19536	19. Selten JP, Veen N, Feller W, Blom JD, Schols D, Camoenië W, Oolders J, van der Velden M, Hoek HW, Rivero VM, van der Graaf Y, Kahn R. Incidence of psy- chotic disorders in immigrant groups to The Netherlands. Br J Psychiatry. 2001; 178:367-372
19536	20. Pereira R. The Census Coverage Survey: the key element of a one number census. Popul Trends. 2002;(108):16-31
19536	21. Cantor-Graae E, Pedersen CB. Risk of schizophrenia in second-generation im- migrants: a Danish population-based cohort study. Psychol Med. 2007;37(4): 485-494
19536	22. Veling W, Selten JP, Veen N, Laan W, Blom JD, Hoek HW. Incidence of schizo- phrenia among ethnicminorities in the Netherlands: a four-year first-contact study. Schizophr Res. 2006;86(1-3):189-193
19536	23. Cantor-Graae E, Pedersen CB, McNeil TF, Mortensen PB. Migration as a risk fac- tor for schizophrenia: a Danish population-based cohort study. Br J Psychiatry. 2003;182:117-122
19536	24. Harrison G, Brewin J, Cantwell R, Dalkin T, Fox R, Medley I, Walder C. The in- creased risk of psychosis in African-Caribbean migrants to the UK: a replication. Schizophr Res. 1996;18(2):102
19536	25. King M, Coker E, Leavey G, Hoare A, Johnson-Sabine E. Incidence of psychotic illness in London: comparison of ethnic groups. BMJ. 1994;309(6962):1115- 1119
19536	26. van Os J, Castle DJ, Takei N, Der G, Murray RM. Psychotic illness in ethnic mi- norities: clarification from the 1991 census. Psychol Med. 1996;26(1):203- 208
19536	27. James W. Migration, racism and identity: the Caribbean experience in Britain. In: Cox K, ed. Political Geography: Critical Concepts in the Social Sciences. Lon- don, England: Routledge; 2005
19536	28. Veling W, Selten JP, Susser E, Laan W, Mackenbach JP, Hoek HW. Discrimina- tion and the incidence of psychotic disorders among ethnic minorities in The Netherlands. Int J Epidemiol. 2007;36(4):761-768
19536	29. Veling W, Susser E, van Os J, Mackenbach JP, Selten JP, Hoek HW. Ethnic den- sity of neighborhoods and incidence of psychotic disorders among immigrants. Am J Psychiatry. 2008;165(1):66-73
19536	30. Boydell J, van Os J, McKenzie K, Allardyce J, Goel R, McCreadie RG, Murray RM. Incidence of schizophrenia in ethnic minorities in London: ecological study into interactions with environment. BMJ. 2001;323(7325):1336-1338
19536	31. Kirkbride JB, Boydell J, Ploubidis GB, Morgan C, Dazzan P, McKenzie K, Murray RM, Jones PB. Testing the association between the incidence of schizophrenia and social capital in an urban area. Psychol Med. 2008;38(8):1083-1094
19536	32. Allardyce J, Gilmour H, Atkinson J, Rapson T, Bishop J, McCreadie RG. Social fragmentation, deprivation and urbanicity: relation to first-admission rates for psychoses. Br J Psychiatry. 2005;187:401-406
19536	33. Kirkbride JB,MorganC, FearonP, DazzanP,MurrayRM, JonesPB. Neighbourhood- level effects on psychoses: re-examining the role of context. Psychol Med. 2007; 37(10):1413-1425
19536	34. Bhugra D, Jones P. Migration andmental illness. Adv Psychiatr Treat. 2001;7(3): 216-222
19536	35. Selten JP, Cantor-Graae E. Social defeat: risk factor for schizophrenia? Br J Psychiatry. 2005;187(2):101-102
19536	36(11):1541-1550.  19. Selten JP, Veen N, Feller W, Blom JD, Schols D, Camoenië W, Oolders J, van der Velden M, Hoek HW, Rivero VM, van der Graaf Y, Kahn R. Incidence of psy- chotic disorders in immigrant groups to The Netherlands. Br J Psychiatry. 2001; 178:367-372.  20. Pereira R. The Census Coverage Survey: the key element of a one number census. Popul Trends. 2002;(108):16-31.  21. Cantor-Graae E, Pedersen CB. Risk of schizophrenia in second-generation im- migrants: a Danish population-based cohort study. Psychol Med. 2007;37(4): 485-494.  22. Veling W, Selten JP, Veen N, Laan W, Blom JD, Hoek HW. Incidence of schizo- phrenia among ethnicminorities in the Netherlands: a four-year first-contact study. Schizophr Res. 2006;86(1-3):189-193.  23. Cantor-Graae E, Pedersen CB, McNeil TF, Mortensen PB. Migration as a risk fac- tor for schizophrenia: a Danish population-based cohort study. Br J Psychiatry. 2003;182:117-122.  24. Harrison G, Brewin J, Cantwell R, Dalkin T, Fox R, Medley I, Walder C. The in- creased risk of psychosis in African-Caribbean migrants to the UK: a replication. Schizophr Res. 1996;18(2):102.  25. King M, Coker E, Leavey G, Hoare A, Johnson-Sabine E. Incidence of psychotic illness in London: comparison of ethnic groups. BMJ. 1994;309(6962):1115- 1119.  26. van Os J, Castle DJ, Takei N, Der G, Murray RM. Psychotic illness in ethnic mi- norities: clarification from the 1991 census. Psychol Med. 1996;26(1):203- 208.  27. James W. Migration, racism and identity: the Caribbean experience in Britain. In: Cox K, ed. Political Geography: Critical Concepts in the Social Sciences. Lon- don, England: Routledge; 2005.  28. Veling W, Selten JP, Susser E, Laan W, Mackenbach JP, Hoek HW. Discrimina- tion and the incidence of psychotic disorders among ethnic minorities in The Netherlands. Int J Epidemiol. 2007;36(4):761-768.  29. Veling W, Susser E, van Os J, Mackenbach JP, Selten JP, Hoek HW. Ethnic den- sity of neighborhoods and incidence of psychotic disorders among immigrants. Am J Psychiatry. 2008;165(1):66-73.  30. Boydell J, van Os J, McKenzie K, Allardyce J, Goel R, McCreadie RG, Murray RM. Incidence of schizophrenia in ethnic minorities in London: ecological study into interactions with environment. BMJ. 2001;323(7325):1336-1338.  31. Kirkbride JB, Boydell J, Ploubidis GB, Morgan C, Dazzan P, McKenzie K, Murray RM, Jones PB. Testing the association between the incidence of schizophrenia and social capital in an urban area. Psychol Med. 2008;38(8):1083-1094.  32. Allardyce J, Gilmour H, Atkinson J, Rapson T, Bishop J, McCreadie RG. Social fragmentation, deprivation and urbanicity: relation to first-admission rates for psychoses. Br J Psychiatry. 2005;187:401-406.  33. Kirkbride JB,MorganC, FearonP, DazzanP,MurrayRM, JonesPB. Neighbourhood- level effects on psychoses: re-examining the role of context. Psychol Med. 2007
19536	37(10):1413-1425.  34. Bhugra D, Jones P. Migration andmental illness. Adv Psychiatr Treat. 2001;7(3): 216-222.  35. Selten JP, Cantor-Graae E. Social defeat: risk factor for schizophrenia? Br J Psychiatry. 2005;187(2):101-102.  36. Selten JP, Cantor-Graae E, Kahn RS. Migration and schizophrenia. Curr Opin Psychiatry. 2007;20(2):111-115.  37. Sharpley M, Hutchinson G, McKenzie K, Murray RM. Understanding the excess of psychosis among the African-Caribbean population in England: review of cur- rent hypotheses. Br J Psychiatry Suppl. 2001;40:s60-s68
19536	38. CochraneR, Bal SS.Migration and schizophrenia: an examination of five hypotheses. Soc Psychiatry. 1987;22(4):181-191
19536	39. Hickling FW, McKenzie K, Mullen R, Murray R. A Jamaican psychiatrist evalu- ates diagnoses at a London psychiatric hospital. Br J Psychiatry. 1999;175: 283-285
19536	40. Keefe RS, Perkins DO, Gu H, Zipursky RB, Christensen BK, Lieberman JA. A lon- gitudinal study of neurocognitive function in individuals at-risk for psychosis. Schizophr Res. 2006;88(1-3):26-35
19536	41. Selten JP, Cantor-Graae E, Slaets J, Kahn RS. Ødegaard’s selection hypothesis revisited: schizophrenia in Surinamese immigrants to The Netherlands. Am J Psychiatry. 2002;159(4):669-671
19536	42. Sugarman PA, Craufurd D. Schizophrenia in the Afro-Caribbean community. Br J Psychiatry. 1994;164(4):474-480
19536	43. McKenzie K, Jones P, Lewis S, Williams M, Toone B, Sham P, Murray RM. Lower prevalence of pre-morbid neurological illness in African-Caribbean than White psychotic patients in England. Psychol Med. 2002;32(7):1285-1291
19536	44. Amin S, Singh SP, Brewin J, Jones PB, Medley I, Harrison G. Diagnostic stabil- ity of first-episode psychosis: comparison of ICD-10 and DSM-III-R systems. Br J Psychiatry. 1999;175:537-543
19536	45. Goater N, King M, Cole E, Leavey G, Johnson-Sabine E, Blizard R, Hoar A. Eth- nicity and outcome of psychosis. Br J Psychiatry. 1999;175:34-42
19536	46. Harrison G, Amin S, Singh SP, Croudace T, Jones P. Outcome of psychosis in people of African-Caribbean family origin: population-based first-episode study. Br J Psychiatry. 1999;175:43-49
19536	47. Veen ND, Selten JP, Schols D, Laan W, Hoek HW, van der Tweel I, Kahn RS. Diagnostic stability in a Dutch psychosis incidence cohort. Br J Psychiatry. 2004; 185:460-464
19536	48. McGuire PK, Jones P, Harvey I, Williams M, McGuffin P, Murray RM. Morbid risk of schizophrenia for relatives of patients with cannabis-associated psychosis. Schizophr Res. 1995;15(3):277-281
19536	49. Coulthard M, Farrell M, Singleton N, Meltzer H. Tobacco, Alcohol and Drug Use and Mental Health. London, England: Her Majesty’s Stationery Office; 2002
19536	50. Sandwijk JP, Cohen PD, Musterd S, Langemeijer MP. Licit and Illicit Drug Use in Amsterdam: Report of a Household Survey in 1994 on the Prevalence of Drug Use Among the Population of 12 Years and Over. Amsterdam, the Netherlands: University of Amsterdam; 1995
19536	51. Veen N, Selten JP, Hoek HW, Feller W, van der Graaf Y, Kahn R. Use of illicit substances in a psychosis incidence cohort: a comparison among different eth- nic groups in the Netherlands. Acta Psychiatr Scand. 2002;105(6):440-443
19536	52. Fearon P, Morgan C. Environmental factors in schizophrenia: the role of migrant studies. Schizophr Bull. 2006;32(3):405-408
19536	53. Mallett R, Leff J, Bhugra D, Pang D, Zhao JH. Social environment, ethnicity and schizophrenia: a case-control study. Soc Psychiatry Psychiatr Epidemiol. 2002; 37(7):329-335
19536	54. Murphy M. Household and family structures among ethnic groups. In: Coleman D, Salt J, eds. Ethnicity in the 1991 Census: Demographic Characteristics of the Ethnic Minority Population. London, England: Her Majesty’s Stationery Office; 1996
19536	55. Office for National Statistics. Families with dependent children: by ethnic group, 2001: Social Trends 34. http://www.statistics.gov.uk/StatBase/ssdataset.asp ?vlnk=7257&More=Y. Accessed February 13, 2007
19536	56. Morgan C, Kirkbride J, Leff J, Craig T, Hutchinson G, McKenzie K, Morgan K, Dazzan P, Doody GA, Jones P, Murray R, Fearon P. Parental separation, loss and psychosis in different ethnic groups: a case-control study. Psychol Med. 2007; 37(4):495-503
19536	57. Hutchinson G, Takei N, Fahy TA, Bhugra D, Gilvarry C, Moran P, Mallett R, Sham P, Leff J, Murray RM. Morbid risk of schizophrenia in first-degree relatives of white and African-Caribbean patients with psychosis. Br J Psychiatry. 1996; 169(6):776-780
19536	58. Talbani A, Hasanali P. Adolescent females between tradition andmodernity: gen- der role socialization in South Asian immigrant culture. J Adolesc. 2000;23 (5):615-627.  (REPRINTED) ARCH GEN PSYCHIATRY/VOL 65 (NO. 11), NOV 2008 WWW.ARCHGENPSYCHIATRY.COM 1258  ©2008 American Medical Association. All rights reserved.  Downloaded From: http://archpsyc.jamanetwork.com/ by a National Institutes of Health User  on 07/03/2013    47. Silver E. Race, neighborhood disadvantage, and violence among persons with mental disorders: the importance of contextual measurement. Law Hum Behav. 2000;24(4):449-456.  48. Silver E. Understanding the relationship between mental disorder and violence: the need for a criminological perspective. Law Hum Behav. 2006;30(6):685- 706.  49. Pilgrim D. Mental disorder and violence: an empirical picture in context. J Ment Health (UK). 2003;12(1):7-18.  50. MacKinnon DP, Fairchild AJ, Fritz MS.Mediation analysis. Annu Rev Clin Psychol. 2007;58:593-614.  51. Douglas KS, Skeem JL. Violence risk assessment: getting specific about being dynamic. Psychol Public Policy Law. 2005;11(3):347-383.  52. Lehman AF, Goldberg R, Dixon LB,McNary S, Postrado L, Hackman A,McDonnell K. Improving employment outcomes for persons with severe mental illnesses. Arch Gen Psychiatry. 2002;59(2):165-172.  53. Drake RE, McHugo GJ, Becker DR, Anthony WA, Clark RE. The New Hampshire study of supported employment for people with severe mental illness. J Consult Clin Psychol. 1996;64(2):391-399.  54. Miklowitz DJ, George EL, Richards JA, Simoneau TL, Suddath RL. A random- ized study of family-focused psychoeducation and pharmacotherapy in the out- patient management of bipolar disorder. Arch Gen Psychiatry. 2003;60(9): 904-912.  55. McFarlane WR, Dixon L, Lukens E, Lucksted A. Family psychoeducation and  schizophrenia: a review of the literature. J Marital Fam Ther. 2003;29(2):223- 245.  56. Mueser KT, Noordsy DL, Drake RE, Fox L. Integrated Treatment for Dual Disor- ders: A Guide to Effective Practice. New York, NY: Guilford Press; 2003.  57. Martino S, Carroll K, Kostas D, Perkins J, Rounsaville B. Dual diagnosis moti- vational interviewing: a modification of motivational interviewing for substance- abusing patients with psychotic disorders. J Subst Abuse Treat. 2002;23(4): 297-308.  58. Monson CM, Rodriguez BF, Warner R. Cognitive-behavioral therapy for PTSD in the real world: do interpersonal relationshipsmake a real difference? J Clin Psychol. 2005;61(6):751-761
19536	59. Appelbaum PS, Robbins PC, Monahan J. Violence and delusions: data from the MacArthur Violence Risk Assessment Study. Am J Psychiatry. 2000;157(4): 566-572
19536	60. Link BG, Stueve A, Phelan J. Psychotic symptoms and violent behaviors: prob- ing the components of “threat/control-override” symptoms. Soc Psychiatry Psy- chiatr Epidemiol. 1998;33(1)(suppl 1):S55-S60
19536	61. Mulvey EP, Lidz CW.Measuring patient violence in dangerousness research. Law Hum Behav. 1993;17(3):277-288
19643	1 Murr R. Interplay between different  epigenetic modifications and mechanisms.  Adv. Genet. 70, 101–141 (2010
19643	2 Fowden AL, Moore T. Review:   parent–offspring conflict and the control of  placental function. Placenta 33(Suppl. 33),  S33–S36 (2012
19643	3 Frost JM, Moore GE. The importance of  imprinting in the human placenta. PLoS  Genet. 6, e1001015 (2010
19643	4 Fowden AL, Coan PL, Angiolini E, Burton  GJ, Constancia M. Imprinted genes and the  epigenetic regulation of placental phenotype.  Prog. Biophys. Mol. Bio. 106(1), 281–288  (2011
19643	5 Chiu RW, Chim SS, Wong IH et al.  Hypermethylation of RASSF1A in human  and rhesus placentae. Am. J. Pathol. 170(3),  941–950 (2007
19643	6 Wong NC, Novakovic B, Weinrich B et al.  Methylation of the adenomatous polyposis  coli (APC) gene in human placenta and  hypermethylation in choriocarcinoma cells.  Cancer Lett. 268(1), 56-62 (2008
19643	7 Cohen CJ, Rebollo R, Babovic S, Dai EL,  Robinson WP, Mager DL. Placenta-specific  expression of the interleukin-2 (IL-2) receptor  β subunit from an endogenous retroviral  promoter. J. Biol. Chem. 286(41),   35543–35552 (2011
19643	8 Gimenez J, Montgiraud C, Oriol G et al.  Comparative methylation of   ERVWE1/syncytin-1 and other human  endogenous retrovirus LTRs in placenta  tissues. DNA Res. 16(4), 195–211 (2009
19643	9 Chuang HC, Chang CW, Chang GD, Yao  TP, Chen H. Histone deacetylase 3 binds to  and regulates the GCMα transcription factor.  Nucleic Acids Res. 34, 1459–1469 (2006
19643	10 Weier JF, Ferlatte C, Weier HU. Somatic  genomic variations in extra-embryonic  tissues. Curr. Genomics 11(6), 402–408  (2010
19643	11 Robinson WP, Lauzon JL, Innes AM, Lim K,  Arsovska S, McFadden DE. Origin and  outcome of pregnancies affected by  androgenetic/biparental chimerism. Hum.  Reprod. 22, 1114–1122 (2007
19643	12 Rosenberg MJ, Wolff CR, El-Emawy A,  Staples MC, Perrone-Bizzozero NI,   Savage DD. Effects of moderate drinking  during pregnancy on placental gene  expression. Alcohol 44(7–8), 673–690 (2010
19643	13 Votavova H, Dostalova Merkerova M,  Fejglova K et al. Transcriptome alterations in  maternal and fetal cells induced by tobacco  smoke. Placenta 32(10), 763–770 (2011
19643	14 Marouani N, Tebourbi O, Mokni M et al.  Embryotoxicity and fetotoxicity following  intraperitoneal administrations of hexavalent  chromium to pregnant rats. Zygote 19(3),  229–235 (2011
19643	15 Eriksson JG. Early growth and coronary heart  disease and type 2 diabetes: findings from the  Helsinki Birth Cohort Study (HBCS). Am. J.  Clin. Nutr. 94(Suppl. 6), S1799–S1802  (2011
19643	16 Gruslin A, Lemyre B. Pre-eclampsia: fetal  assessment and neonatal outcomes. Best Pract.  Res. Clin. Obstet. Gynaecol. 25(4), 491–507  (2011
19643	17 Brosens I, Pijnenborg R, Vercruysse L,  Romero R. The “great obstetrical syndromes”  are associated with disorders of deep  placentation. Am. J. Obstet. Gynecol. 204(3),  193–201 (2011
19643	18 Senner CE, Hemberger M. Regulation of  early trophoblast differentiation – lessons  from the mouse. Placenta 31(11), 944–950  (2010
19643	19 Szabova L, Son MY, Shi J et al.   Membrane-type MMPs are indispensable for  placental labyrinth formation and  development. Blood 116(25), 5752–5761  (2010
19643	20 Garcia-Gonzalez MA, Outeda P, Zhou Q  et al. Pkd1 and Pkd2 are required for normal  placental development. PLoS ONE 5(9),  e12821 (2010
19643	21 Wu G, Imhoff-Kunsch B, Girard AW.  Biological mechanisms for nutritional   regulation of maternal health and fetal  development. Paediatr. Perinat. Epidemiol.  26(Suppl. 1), S4–S26 (2012
19643	22 Aviram A, Hod M, Yogev Y. Maternal  obesity: implications for pregnancy outcome  and long-term risks – a link to maternal  nutrition. Int. J. Gynaecol. Obstet. 115  (Suppl. 1), S6–S10 (2011
19643	23 Marshall NE, Guild C, Cheng YW, Caughey  AB, Halloran DR. Maternal superobesity and  perinatal outcomes. Am. J. Obstet. Gynecol.  206(5), 417 e1–e6 (2012
19643	24 Gallou-Kabani C, Gabory A, Tost J et al.  Sex- and diet-specific changes of imprinted  gene expression and DNA methylation in  mouse placenta under a high-fat diet. PLoS  ONE 21, 5(12), e14398 (2010
19643	25 Frias AE, Morgan TK, Evans AE et al.  Maternal high-fat diet disturbs uteroplacental  hemodynamics and increases the frequency of  stillbirth in a nonhuman primate model of  excess nutrition. Endocrinology 152(6),  2456–2464 (2011
19643	26(Suppl. 1), S4–S26 (2012).  22 Aviram A, Hod M, Yogev Y. Maternal  obesity: implications for pregnancy outcome  and long-term risks – a link to maternal  nutrition. Int. J. Gynaecol. Obstet. 115  (Suppl. 1), S6–S10 (2011).  23 Marshall NE, Guild C, Cheng YW, Caughey  AB, Halloran DR. Maternal superobesity and  perinatal outcomes. Am. J. Obstet. Gynecol.  206(5), 417 e1–e6 (2012).  24 Gallou-Kabani C, Gabory A, Tost J et al.  Sex- and diet-specific changes of imprinted  gene expression and DNA methylation in  mouse placenta under a high-fat diet. PLoS  ONE 21, 5(12), e14398 (2010).  25 Frias AE, Morgan TK, Evans AE et al.  Maternal high-fat diet disturbs uteroplacental  hemodynamics and increases the frequency of  stillbirth in a nonhuman primate model of  excess nutrition. Endocrinology 152(6),  2456–2464 (2011).  26 Hayes EK, Lechowicz A, Petrik JJ. Adverse  fetal and neonatal outcomes associated with a  life-long high fat diet: role of altered  development of the placental vasculature.  PLoS ONE 7(3), e33370 (2012).  n Established a rat model for lifelong maternal  obesity with good physiological correlation  to the human disease, and addressed the  mechanisms potentially underlying poor  placentation leading to fetal death and poor  neonatal health
19643	27 McMinn J, Wei M, Schupf N et al.  Unbalanced placental expression of imprinted  genes in human intrauterine growth  restriction. Placenta 27(6–7), 540–549  (2006
19643	28 Koukoura O, Sifakis S, Soufla G et al. Loss of  imprinting and aberrant methylation of IGF2  in placentas from pregnancies complicated  with fetal growth restriction. Int. J. Mol. Med.  28(4), 481–487 (2011
19643	29 Smith AC, Choufani S, Ferreira JC,  Weksberg R. Growth regulation, imprinted  genes, and chromosome 11p15.5. Pediatr. Res.  61(5 Pt 2), 43R–47R (2007).    Special RepoRt Lee & Ding  Epigenomics (2012) 4(5)568 future science group
19643	30 Guo L, Choufani S, Ferreira J et al. Altered  gene expression and methylation of the  human chromosome 11 imprinted region in  small for gestational age (SGA) placentae.  Dev. Biol. 320(1), 79–91 (2008
19643	31 Gao WL, Li D, Xiao ZX. Detection of global  DNA methylation and paternally imprinted  H19 gene methylation in preeclamptic  placentas. Hypertens. Res. 34(5), 655–661  (2011
19643	32 Diplas AI, Lambertini L, Lee MJ et al.  Differential expression of imprinted genes in  normal and IUGR human placentas.  Epigenetics 4(4), 235–240 (2009
19643	33 Chmurzynska A. Fetal programming: link  between early nutrition, DNA methylation,  and complex diseases. Nutr. Rev. 68(2),  87–98 (2010
19643	34 Goyal R, Goyal D, Leitzke A, Gheorghe CP,  Longo LD. Brain renin–angiotensin system:  fetal epigenetic programming by maternal  protein restriction during pregnancy. Reprod.  Sci. 17(3), 227–238 (2010
19643	35 Kulkarni A, Dangat K, Kale A, Sable P,  Chavan-Gautam P, Joshi S. Effects of altered  maternal folic acid, vitamin B12 and  docosahexaenoic acid on placental global  DNA methylation patterns in Wistar rats.  PLoS ONE 6(3), e17706 (2011
